A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	808.19    	21        	          	          	0.0148    	24        	1.20E-4     	20        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	1148.0    	3         	          	          	0.078     	4         	9.0E-4      	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	1164.4    	3         	          	          	0.076     	4         	8.8E-4      	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	1353.9    	8         	          	          	0.0080    	13        	1.08E-4     	18        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	1557.5    	3         	          	          	0.0040    	5         	6.2E-5      	8         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	1899.41   	25        	          	          	0.0064    	8         	1.21E-4     	15        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	2001.35   	12        	          	          	0.0371    	21        	7.4E-4      	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	2079.62   	16        	          	          	0.0069    	6         	1.43E-4     	12        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	2312.52   	23        	          	          	0.0130    	11        	3.0E-4      	3         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	BP       	            	51.84     	89        	116.1     	21        	8.E-7     	3         	4.1E-10     	15        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	BP       	            	125.42    	79        	295.6     	19        	3.5E-4    	5         	4.4E-7      	6         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	BP       	            	249.95    	81        	595.2     	19        	0.013     	3         	3.2E-5      	7         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	BP       	            	383.12    	83        	905.5     	19        	0.161     	8         	6.2E-4      	3         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	BP       	            	469.59    	84        	1102.5    	19        	0.0373    	20        	1.75E-4     	9         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	BP       	            	1174.01   	90        	2633.2    	19        	96.4      	5         	1.131       	6         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	BP AV    	            	1172      	9         	          	          	96.6      	5         	1.132       	10        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	E        	Auger L     	0.54      	          	          	          	2.387     	16        	1.289E-5    	9         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	E        	Auger L     	0.61      	          	          	          	0.00168   	3         	1.026E-8    	18        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	E        	Auger K     	4.78      	          	          	          	1.055     	10        	5.04E-5     	5         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	E        	Auger K     	5.19      	          	          	          	7.24E-4   	14        	3.76E-8     	7         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	E        	CE K        	371.199   	5         	          	          	0.001066  	19        	3.96E-6     	7         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	E        	CE L        	376.969   	5         	          	          	1.144E-4  	22        	4.31E-7     	8         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	E        	CE M        	377.738   	5         	          	          	1.54E-5   	3         	5.83E-8     	11        
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	E        	CE N        	377.738   	5         	          	          	6.38E-7   	12        	2.41E-9     	4         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	XR l        	0.57      	          	          	          	0.0062    	22        	3.5E-8      	12        
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	G        	XR l        	0.64      	          	          	          	7.9E-6    	12        	5.1E-11     	8         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	XR ka2      	5.405     	          	          	          	0.123     	6         	6.7E-6      	3         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	XR ka1      	5.415     	          	          	          	0.243     	11        	1.32E-5     	6         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	G        	XR ka2      	5.888     	          	          	          	9.9E-5    	5         	5.8E-9      	3         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	G        	XR ka1      	5.899     	          	          	          	1.95E-4   	9         	1.15E-8     	5         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	XR kb1      	5.947     	          	          	          	0.0273    	12        	1.62E-6     	7         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	XR kb3      	5.947     	          	          	          	0.0140    	6         	8.3E-7      	4         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	G        	XR kb1      	6.49      	          	          	          	2.28E-5   	11        	1.48E-9     	7         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	G        	XR kb3      	6.49      	          	          	          	1.16E-5   	6         	7.5E-10     	4         
52 	MN     	25 	27 	377.749    	5    	2+        	IT      	21.1 M 2      	1266              	52MN    	G        	            	377.738   	5         	          	          	1.68      	3         	0.00634     	11        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	Annihil.    	511.0     	          	          	          	193.1     	10        	            	          
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	704.6     	2         	          	          	0.028     	9         	2.0E-4      	6         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	935.52    	          	          	          	0.020     	10        	1.8E-4      	9         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	1332.62   	          	          	          	0.029     	10        	3.9E-4      	13        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	1434.06   	1         	          	          	98.2      	5         	1.409       	7         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	1530.67   	1         	          	          	0.0462    	20        	7.1E-4      	3         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	1727.53   	7         	          	          	0.216     	10        	0.00373     	17        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	2038.0    	2         	          	          	0.0079    	10        	1.60E-4     	20        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	2337.4    	2         	          	          	0.0069    	10        	1.61E-4     	23        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	2965      	1         	          	          	4.E-4     	3         	1.2E-5      	9         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	3129      	1         	          	          	7.E-5     	7         	2.3E-6      	23        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	3161.8    	1         	          	          	0.022     	3         	6.8E-4      	9         
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	3381.5    	1         	          	          	0.0025    	5         	8.3E-5      	17        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	3771.7    	2         	          	          	0.0018    	4         	6.7E-5      	15        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	3951      	1         	          	          	7.E-4     	3         	2.7E-5      	12        
52 	MN     	25 	27 	377.749    	5    	2+        	EC      	21.1 M 2      	1266              	52CR    	G        	            	4815.4    	2         	          	          	0.0025    	4         	1.18E-4     	19        
